startTime,endTime,duration,startMeasureImport,endMeasureImport,startMeasureExport,endMeasureExport,import,export,meter_id,time,air_temperature
2025-02-14 07:00:00+00:00,2025-02-14T08:00:00.000Z,1,146210,146250,0,0,40,0,KGdRbnJc,2025-02-14 07:00:00+00:00,-5.966666666666666
2025-02-14 08:00:00+00:00,2025-02-14T09:00:00.000Z,1,146250,146340,0,0,90,0,KGdRbnJc,2025-02-14 08:00:00+00:00,-4.633333333333334
2025-02-14 09:00:00+00:00,2025-02-14T10:00:00.000Z,1,146340,146440,0,0,100,0,KGdRbnJc,2025-02-14 09:00:00+00:00,-3.3166666666666664
2025-02-14 10:00:00+00:00,2025-02-14T11:00:00.000Z,1,146440,146530,0,0,90,0,KGdRbnJc,2025-02-14 10:00:00+00:00,-2.066666666666667
2025-02-14 11:00:00+00:00,2025-02-14T12:00:00.000Z,1,146530,146630,0,0,100,0,KGdRbnJc,2025-02-14 11:00:00+00:00,-0.3999999999999999
2025-02-14 12:00:00+00:00,2025-02-14T13:00:00.000Z,1,146630,146730,0,0,100,0,KGdRbnJc,2025-02-14 12:00:00+00:00,0.2166666666666666
2025-02-14 13:00:00+00:00,2025-02-14T14:00:00.000Z,1,146730,146820,0,0,90,0,KGdRbnJc,2025-02-14 13:00:00+00:00,0.1666666666666666
2025-02-14 14:00:00+00:00,2025-02-14T15:00:00.000Z,1,146820,146920,0,0,100,0,KGdRbnJc,2025-02-14 14:00:00+00:00,0.2666666666666666
2025-02-14 15:00:00+00:00,2025-02-14T16:00:00.000Z,1,146920,147010,0,0,90,0,KGdRbnJc,2025-02-14 15:00:00+00:00,0.3333333333333333
2025-02-14 16:00:00+00:00,2025-02-14T17:00:00.000Z,1,147010,147110,0,0,100,0,KGdRbnJc,2025-02-14 16:00:00+00:00,-0.98
2025-02-14 17:00:00+00:00,2025-02-14T18:00:00.000Z,1,147110,147200,0,0,90,0,KGdRbnJc,2025-02-14 17:00:00+00:00,-1.9666666666666668
2025-02-14 18:00:00+00:00,2025-02-14T19:00:00.000Z,1,147200,147300,0,0,100,0,KGdRbnJc,2025-02-14 18:00:00+00:00,-3.333333333333333
2025-02-14 19:00:00+00:00,2025-02-14T20:00:00.000Z,1,147300,147370,0,0,70,0,KGdRbnJc,2025-02-14 19:00:00+00:00,-4.866666666666666
2025-02-14 20:00:00+00:00,2025-02-14T21:00:00.000Z,1,147370,147410,0,0,40,0,KGdRbnJc,2025-02-14 20:00:00+00:00,-5.5
2025-02-14 21:00:00+00:00,2025-02-14T22:00:00.000Z,1,147410,147460,0,0,50,0,KGdRbnJc,2025-02-14 21:00:00+00:00,-5.516666666666667
2025-02-14 22:00:00+00:00,2025-02-14T23:00:00.000Z,1,147460,147500,0,0,40,0,KGdRbnJc,2025-02-14 22:00:00+00:00,-5.6000000000000005
2025-02-14 23:00:00+00:00,2025-02-15T00:00:00.000Z,1,147500,147550,0,0,50,0,KGdRbnJc,2025-02-14 23:00:00+00:00,-5.66
2025-02-15 00:00:00+00:00,2025-02-15T01:00:00.000Z,1,147550,147590,0,0,40,0,KGdRbnJc,2025-02-15 00:00:00+00:00,-5.766666666666667
2025-02-15 01:00:00+00:00,2025-02-15T02:00:00.000Z,1,147590,147630,0,0,40,0,KGdRbnJc,2025-02-15 01:00:00+00:00,-5.816666666666666
2025-02-15 02:00:00+00:00,2025-02-15T03:00:00.000Z,1,147630,147680,0,0,50,0,KGdRbnJc,2025-02-15 02:00:00+00:00,-5.883333333333333
2025-02-15 03:00:00+00:00,2025-02-15T04:00:00.000Z,1,147680,147720,0,0,40,0,KGdRbnJc,2025-02-15 03:00:00+00:00,-6.08
2025-02-15 04:00:00+00:00,2025-02-15T05:00:00.000Z,1,147720,147770,0,0,50,0,KGdRbnJc,2025-02-15 04:00:00+00:00,-6.716666666666666
2025-02-15 05:00:00+00:00,2025-02-15T06:00:00.000Z,1,147770,147810,0,0,40,0,KGdRbnJc,2025-02-15 05:00:00+00:00,-6.816666666666666
2025-02-15 06:00:00+00:00,2025-02-15T07:00:00.000Z,1,147810,147850,0,0,40,0,KGdRbnJc,2025-02-15 06:00:00+00:00,-5.68
2025-02-15 07:00:00+00:00,2025-02-15T08:00:00.000Z,1,147850,147900,0,0,50,0,KGdRbnJc,2025-02-15 07:00:00+00:00,-4.9
2025-02-15 08:00:00+00:00,2025-02-15T09:00:00.000Z,1,147900,147990,0,0,90,0,KGdRbnJc,2025-02-15 08:00:00+00:00,-3.56
2025-02-15 09:00:00+00:00,2025-02-15T10:00:00.000Z,1,147990,148090,0,0,100,0,KGdRbnJc,2025-02-15 09:00:00+00:00,-3.65
2025-02-15 10:00:00+00:00,2025-02-15T11:00:00.000Z,1,148090,148180,0,0,90,0,KGdRbnJc,2025-02-15 10:00:00+00:00,-3.38
2025-02-15 11:00:00+00:00,2025-02-15T12:00:00.000Z,1,148180,148270,0,0,90,0,KGdRbnJc,2025-02-15 11:00:00+00:00,-3.083333333333333
2025-02-15 12:00:00+00:00,2025-02-15T13:00:00.000Z,1,148270,148370,0,0,100,0,KGdRbnJc,2025-02-15 12:00:00+00:00,-3.033333333333333
2025-02-15 13:00:00+00:00,2025-02-15T14:00:00.000Z,1,148370,148460,0,0,90,0,KGdRbnJc,2025-02-15 13:00:00+00:00,-3.0500000000000003
2025-02-15 14:00:00+00:00,2025-02-15T15:00:00.000Z,1,148460,148560,0,0,100,0,KGdRbnJc,2025-02-15 14:00:00+00:00,-3.6666666666666665
2025-02-15 15:00:00+00:00,2025-02-15T16:00:00.000Z,1,148560,148650,0,0,90,0,KGdRbnJc,2025-02-15 15:00:00+00:00,-4.15
2025-02-15 16:00:00+00:00,2025-02-15T17:00:00.000Z,1,148650,148750,0,0,100,0,KGdRbnJc,2025-02-15 16:00:00+00:00,-4.98
2025-02-15 17:00:00+00:00,2025-02-15T18:00:00.000Z,1,148750,148840,0,0,90,0,KGdRbnJc,2025-02-15 17:00:00+00:00,-6.2
2025-02-15 18:00:00+00:00,2025-02-15T19:00:00.000Z,1,148840,148890,0,0,50,0,KGdRbnJc,2025-02-15 18:00:00+00:00,-7.783333333333334
2025-02-15 19:00:00+00:00,2025-02-15T20:00:00.000Z,1,148890,148930,0,0,40,0,KGdRbnJc,2025-02-15 19:00:00+00:00,-7.966666666666666
2025-02-15 20:00:00+00:00,2025-02-15T21:00:00.000Z,1,148930,148970,0,0,40,0,KGdRbnJc,2025-02-15 20:00:00+00:00,-8.933333333333334
2025-02-15 21:00:00+00:00,2025-02-15T22:00:00.000Z,1,148970,149020,0,0,50,0,KGdRbnJc,2025-02-15 21:00:00+00:00,-9.966666666666669
2025-02-15 22:00:00+00:00,2025-02-15T23:00:00.000Z,1,149020,149060,0,0,40,0,KGdRbnJc,2025-02-15 22:00:00+00:00,-10.766666666666666
2025-02-15 23:00:00+00:00,2025-02-16T00:00:00.000Z,1,149060,149100,0,0,40,0,KGdRbnJc,2025-02-15 23:00:00+00:00,-11.516666666666667
2025-02-16 00:00:00+00:00,2025-02-16T01:00:00.000Z,1,149100,149150,0,0,50,0,KGdRbnJc,2025-02-16 00:00:00+00:00,-12.316666666666668
2025-02-16 01:00:00+00:00,2025-02-16T02:00:00.000Z,1,149150,149190,0,0,40,0,KGdRbnJc,2025-02-16 01:00:00+00:00,-12.983333333333334
2025-02-16 02:00:00+00:00,2025-02-16T03:00:00.000Z,1,149190,149240,0,0,50,0,KGdRbnJc,2025-02-16 02:00:00+00:00,-13.6
2025-02-16 03:00:00+00:00,2025-02-16T04:00:00.000Z,1,149240,149280,0,0,40,0,KGdRbnJc,2025-02-16 03:00:00+00:00,-14.066666666666668
2025-02-16 04:00:00+00:00,2025-02-16T05:00:00.000Z,1,149280,149330,0,0,50,0,KGdRbnJc,2025-02-16 04:00:00+00:00,-14.416666666666666
2025-02-16 05:00:00+00:00,2025-02-16T06:00:00.000Z,1,149330,149370,0,0,40,0,KGdRbnJc,2025-02-16 05:00:00+00:00,-14.516666666666666
2025-02-16 06:00:00+00:00,2025-02-16T07:00:00.000Z,1,149370,149420,0,0,50,0,KGdRbnJc,2025-02-16 06:00:00+00:00,-14.533333333333331
2025-02-16 07:00:00+00:00,2025-02-16T08:00:00.000Z,1,149420,149460,0,0,40,0,KGdRbnJc,2025-02-16 07:00:00+00:00,-14.183333333333332
2025-02-16 08:00:00+00:00,2025-02-16T09:00:00.000Z,1,149460,149500,0,0,40,0,KGdRbnJc,2025-02-16 08:00:00+00:00,-12.883333333333333
2025-02-16 09:00:00+00:00,2025-02-16T10:00:00.000Z,1,149500,149550,0,0,50,0,KGdRbnJc,2025-02-16 09:00:00+00:00,-9.116666666666667
2025-02-16 10:00:00+00:00,2025-02-16T11:00:00.000Z,1,149550,149590,0,0,40,0,KGdRbnJc,2025-02-16 10:00:00+00:00,-4.8500000000000005
2025-02-16 11:00:00+00:00,2025-02-16T12:00:00.000Z,1,149590,149630,0,0,40,0,KGdRbnJc,2025-02-16 11:00:00+00:00,-2.24
2025-02-16 12:00:00+00:00,2025-02-16T13:00:00.000Z,1,149630,149680,0,0,50,0,KGdRbnJc,2025-02-16 12:00:00+00:00,-0.8333333333333334
2025-02-16 13:00:00+00:00,2025-02-16T14:00:00.000Z,1,149680,149720,0,0,40,0,KGdRbnJc,2025-02-16 13:00:00+00:00,-0.5333333333333333
2025-02-16 14:00:00+00:00,2025-02-16T15:00:00.000Z,1,149720,149760,0,0,40,0,KGdRbnJc,2025-02-16 14:00:00+00:00,-0.15
2025-02-16 15:00:00+00:00,2025-02-16T16:00:00.000Z,1,149760,149810,0,0,50,0,KGdRbnJc,2025-02-16 15:00:00+00:00,-0.8833333333333333
2025-02-16 16:00:00+00:00,2025-02-16T17:00:00.000Z,1,149810,149850,0,0,40,0,KGdRbnJc,2025-02-16 16:00:00+00:00,-3.3833333333333333
2025-02-16 17:00:00+00:00,2025-02-16T18:00:00.000Z,1,149850,149890,0,0,40,0,KGdRbnJc,2025-02-16 17:00:00+00:00,-5.88
2025-02-16 18:00:00+00:00,2025-02-16T19:00:00.000Z,1,149890,149940,0,0,50,0,KGdRbnJc,2025-02-16 18:00:00+00:00,-7.466666666666666
2025-02-16 19:00:00+00:00,2025-02-16T20:00:00.000Z,1,149940,149980,0,0,40,0,KGdRbnJc,2025-02-16 19:00:00+00:00,-8.65
2025-02-16 20:00:00+00:00,2025-02-16T21:00:00.000Z,1,149980,150020,0,0,40,0,KGdRbnJc,2025-02-16 20:00:00+00:00,-9.45
2025-02-16 21:00:00+00:00,2025-02-16T22:00:00.000Z,1,150020,150070,0,0,50,0,KGdRbnJc,2025-02-16 21:00:00+00:00,-10.1
2025-02-16 22:00:00+00:00,2025-02-16T23:00:00.000Z,1,150070,150110,0,0,40,0,KGdRbnJc,2025-02-16 22:00:00+00:00,-10.4
2025-02-16 23:00:00+00:00,2025-02-17T00:00:00.000Z,1,150110,150160,0,0,50,0,KGdRbnJc,2025-02-16 23:00:00+00:00,-10.266666666666667
2025-02-17 00:00:00+00:00,2025-02-17T01:00:00.000Z,1,150160,150200,0,0,40,0,KGdRbnJc,2025-02-17 00:00:00+00:00,-10.766666666666666
2025-02-17 01:00:00+00:00,2025-02-17T02:00:00.000Z,1,150200,150240,0,0,40,0,KGdRbnJc,2025-02-17 01:00:00+00:00,-11.375
2025-02-17 02:00:00+00:00,2025-02-17T03:00:00.000Z,1,150240,150290,0,0,50,0,KGdRbnJc,2025-02-17 02:00:00+00:00,-10.85
2025-02-20 00:00:00+00:00,2025-02-20T01:00:00.000Z,1,155070,155110,0,0,40,0,KGdRbnJc,2025-02-20 00:00:00+00:00,-3.016666666666667
2025-02-20 01:00:00+00:00,2025-02-20T02:00:00.000Z,1,155110,155160,0,0,50,0,KGdRbnJc,2025-02-20 01:00:00+00:00,-2.65
2025-02-20 02:00:00+00:00,2025-02-20T03:00:00.000Z,1,155160,155200,0,0,40,0,KGdRbnJc,2025-02-20 02:00:00+00:00,-2.1166666666666667
2025-02-20 03:00:00+00:00,2025-02-20T04:00:00.000Z,1,155200,155250,0,0,50,0,KGdRbnJc,2025-02-20 03:00:00+00:00,-1.9
2025-02-20 04:00:00+00:00,2025-02-20T05:00:00.000Z,1,155250,155290,0,0,40,0,KGdRbnJc,2025-02-20 04:00:00+00:00,-1.0666666666666669
2025-02-20 05:00:00+00:00,2025-02-20T06:00:00.000Z,1,155290,155330,0,0,40,0,KGdRbnJc,2025-02-20 05:00:00+00:00,0.0166666666666666
2025-02-20 06:00:00+00:00,2025-02-20T07:00:00.000Z,1,155330,155380,0,0,50,0,KGdRbnJc,2025-02-20 06:00:00+00:00,-0.1999999999999999
2025-02-20 07:00:00+00:00,2025-02-20T08:00:00.000Z,1,155380,155420,0,0,40,0,KGdRbnJc,2025-02-20 07:00:00+00:00,-0.0666666666666666
2025-02-20 08:00:00+00:00,2025-02-20T09:00:00.000Z,1,155420,155520,0,0,100,0,KGdRbnJc,2025-02-20 08:00:00+00:00,-0.05
2025-02-20 09:00:00+00:00,2025-02-20T10:00:00.000Z,1,155520,155610,0,0,90,0,KGdRbnJc,2025-02-20 09:00:00+00:00,-0.0833333333333333
2025-02-20 10:00:00+00:00,2025-02-20T11:00:00.000Z,1,155610,155710,0,0,100,0,KGdRbnJc,2025-02-20 10:00:00+00:00,0.2833333333333333
2025-02-20 11:00:00+00:00,2025-02-20T12:00:00.000Z,1,155710,155800,0,0,90,0,KGdRbnJc,2025-02-20 11:00:00+00:00,0.6333333333333333
2025-02-20 12:00:00+00:00,2025-02-20T13:00:00.000Z,1,155800,155900,0,0,100,0,KGdRbnJc,2025-02-20 12:00:00+00:00,1.0
2025-02-20 13:00:00+00:00,2025-02-20T14:00:00.000Z,1,155900,155990,0,0,90,0,KGdRbnJc,2025-02-20 13:00:00+00:00,1.3166666666666669
2025-02-20 14:00:00+00:00,2025-02-20T15:00:00.000Z,1,155990,156090,0,0,100,0,KGdRbnJc,2025-02-20 14:00:00+00:00,1.2833333333333334
2025-02-20 15:00:00+00:00,2025-02-20T16:00:00.000Z,1,156090,156190,0,0,100,0,KGdRbnJc,2025-02-20 15:00:00+00:00,1.5833333333333333
2025-02-20 16:00:00+00:00,2025-02-20T17:00:00.000Z,1,156190,156280,0,0,90,0,KGdRbnJc,2025-02-20 16:00:00+00:00,1.3333333333333333
2025-02-20 17:00:00+00:00,2025-02-20T18:00:00.000Z,1,156280,156380,0,0,100,0,KGdRbnJc,2025-02-20 17:00:00+00:00,1.2166666666666666
2025-02-20 18:00:00+00:00,2025-02-20T19:00:00.000Z,1,156380,156470,0,0,90,0,KGdRbnJc,2025-02-20 18:00:00+00:00,1.3833333333333335
2025-02-20 19:00:00+00:00,2025-02-20T20:00:00.000Z,1,156470,156540,0,0,70,0,KGdRbnJc,2025-02-20 19:00:00+00:00,1.4
2025-02-20 20:00:00+00:00,2025-02-20T21:00:00.000Z,1,156540,156590,0,0,50,0,KGdRbnJc,2025-02-20 20:00:00+00:00,1.0666666666666669
2025-02-20 21:00:00+00:00,2025-02-20T22:00:00.000Z,1,156590,156630,0,0,40,0,KGdRbnJc,2025-02-20 21:00:00+00:00,0.36
2025-02-20 22:00:00+00:00,2025-02-20T23:00:00.000Z,1,156630,156680,0,0,50,0,KGdRbnJc,2025-02-20 22:00:00+00:00,-0.4833333333333333
2025-02-20 23:00:00+00:00,2025-02-21T00:00:00.000Z,1,156680,156720,0,0,40,0,KGdRbnJc,2025-02-20 23:00:00+00:00,-1.1333333333333335
2025-02-21 00:00:00+00:00,2025-02-21T01:00:00.000Z,1,156720,156770,0,0,50,0,KGdRbnJc,2025-02-21 00:00:00+00:00,-1.35
2025-02-21 01:00:00+00:00,2025-02-21T02:00:00.000Z,1,156770,156810,0,0,40,0,KGdRbnJc,2025-02-21 01:00:00+00:00,-0.9833333333333334
2025-02-21 02:00:00+00:00,2025-02-21T03:00:00.000Z,1,156810,156860,0,0,50,0,KGdRbnJc,2025-02-21 02:00:00+00:00,0.0833333333333333
2025-02-21 03:00:00+00:00,2025-02-21T04:00:00.000Z,1,156860,156900,0,0,40,0,KGdRbnJc,2025-02-21 03:00:00+00:00,0.4833333333333333
2025-02-21 04:00:00+00:00,2025-02-21T05:00:00.000Z,1,156900,156940,0,0,40,0,KGdRbnJc,2025-02-21 04:00:00+00:00,1.5666666666666669
2025-02-21 05:00:00+00:00,2025-02-21T06:00:00.000Z,1,156940,156990,0,0,50,0,KGdRbnJc,2025-02-21 05:00:00+00:00,2.25
2025-02-21 06:00:00+00:00,2025-02-21T07:00:00.000Z,1,156990,157030,0,0,40,0,KGdRbnJc,2025-02-21 06:00:00+00:00,2.516666666666667
2025-02-21 07:00:00+00:00,2025-02-21T08:00:00.000Z,1,157030,157080,0,0,50,0,KGdRbnJc,2025-02-21 07:00:00+00:00,2.8666666666666667
2025-02-21 08:00:00+00:00,2025-02-21T09:00:00.000Z,1,157080,157170,0,0,90,0,KGdRbnJc,2025-02-21 08:00:00+00:00,2.983333333333333
2025-02-21 09:00:00+00:00,2025-02-21T10:00:00.000Z,1,157170,157260,0,0,90,0,KGdRbnJc,2025-02-21 09:00:00+00:00,3.4
2025-02-21 10:00:00+00:00,2025-02-21T11:00:00.000Z,1,157260,157360,0,0,100,0,KGdRbnJc,2025-02-21 10:00:00+00:00,3.633333333333333
2025-02-21 11:00:00+00:00,2025-02-21T12:00:00.000Z,1,157360,157450,0,0,90,0,KGdRbnJc,2025-02-21 11:00:00+00:00,3.8
2025-02-21 12:00:00+00:00,2025-02-21T13:00:00.000Z,1,157450,157550,0,0,100,0,KGdRbnJc,2025-02-21 12:00:00+00:00,3.9166666666666665
2025-02-21 13:00:00+00:00,2025-02-21T14:00:00.000Z,1,157550,157640,0,0,90,0,KGdRbnJc,2025-02-21 13:00:00+00:00,4.05
2025-02-21 14:00:00+00:00,2025-02-21T15:00:00.000Z,1,157640,157740,0,0,100,0,KGdRbnJc,2025-02-21 14:00:00+00:00,4.133333333333334
2025-02-21 15:00:00+00:00,2025-02-21T16:00:00.000Z,1,157740,157830,0,0,90,0,KGdRbnJc,2025-02-21 15:00:00+00:00,3.8666666666666663
2025-02-21 16:00:00+00:00,2025-02-21T17:00:00.000Z,1,157830,157930,0,0,100,0,KGdRbnJc,2025-02-21 16:00:00+00:00,3.6166666666666663
2025-02-21 17:00:00+00:00,2025-02-21T18:00:00.000Z,1,157930,158030,0,0,100,0,KGdRbnJc,2025-02-21 17:00:00+00:00,3.45
2025-02-21 18:00:00+00:00,2025-02-21T19:00:00.000Z,1,158030,158120,0,0,90,0,KGdRbnJc,2025-02-21 18:00:00+00:00,3.25
2025-02-21 19:00:00+00:00,2025-02-21T20:00:00.000Z,1,158120,158190,0,0,70,0,KGdRbnJc,2025-02-21 19:00:00+00:00,2.833333333333333
2025-02-21 20:00:00+00:00,2025-02-21T21:00:00.000Z,1,158190,158240,0,0,50,0,KGdRbnJc,2025-02-21 20:00:00+00:00,2.65
2025-02-21 21:00:00+00:00,2025-02-21T22:00:00.000Z,1,158240,158290,0,0,50,0,KGdRbnJc,2025-02-21 21:00:00+00:00,2.1666666666666665
2025-02-21 22:00:00+00:00,2025-02-21T23:00:00.000Z,1,158290,158330,0,0,40,0,KGdRbnJc,2025-02-21 22:00:00+00:00,1.9166666666666667
2025-02-21 23:00:00+00:00,2025-02-22T00:00:00.000Z,1,158330,158380,0,0,50,0,KGdRbnJc,2025-02-21 23:00:00+00:00,1.9333333333333331
2025-02-22 00:00:00+00:00,2025-02-22T01:00:00.000Z,1,158380,158420,0,0,40,0,KGdRbnJc,2025-02-22 00:00:00+00:00,2.9333333333333336
2025-02-22 01:00:00+00:00,2025-02-22T02:00:00.000Z,1,158420,158470,0,0,50,0,KGdRbnJc,2025-02-22 01:00:00+00:00,3.75
2025-02-22 02:00:00+00:00,2025-02-22T03:00:00.000Z,1,158470,158510,0,0,40,0,KGdRbnJc,2025-02-22 02:00:00+00:00,3.9166666666666665
2025-02-22 03:00:00+00:00,2025-02-22T04:00:00.000Z,1,158510,158560,0,0,50,0,KGdRbnJc,2025-02-22 03:00:00+00:00,3.583333333333333
2025-02-22 04:00:00+00:00,2025-02-22T05:00:00.000Z,1,158560,158610,0,0,50,0,KGdRbnJc,2025-02-22 04:00:00+00:00,4.533333333333333
2025-02-22 05:00:00+00:00,2025-02-22T06:00:00.000Z,1,158610,158650,0,0,40,0,KGdRbnJc,2025-02-22 05:00:00+00:00,4.583333333333333
2025-02-22 06:00:00+00:00,2025-02-22T07:00:00.000Z,1,158650,158700,0,0,50,0,KGdRbnJc,2025-02-22 06:00:00+00:00,4.583333333333333
2025-02-22 07:00:00+00:00,2025-02-22T08:00:00.000Z,1,158700,158750,0,0,50,0,KGdRbnJc,2025-02-22 07:00:00+00:00,4.45
2025-02-22 08:00:00+00:00,2025-02-22T09:00:00.000Z,1,158750,158840,0,0,90,0,KGdRbnJc,2025-02-22 08:00:00+00:00,4.433333333333334
2025-02-22 09:00:00+00:00,2025-02-22T10:00:00.000Z,1,158840,158930,0,0,90,0,KGdRbnJc,2025-02-22 09:00:00+00:00,4.333333333333333
2025-02-22 10:00:00+00:00,2025-02-22T11:00:00.000Z,1,158930,159030,0,0,100,0,KGdRbnJc,2025-02-22 10:00:00+00:00,4.466666666666667
2025-02-22 11:00:00+00:00,2025-02-22T12:00:00.000Z,1,159030,159130,0,0,100,0,KGdRbnJc,2025-02-22 11:00:00+00:00,4.75
2025-02-22 12:00:00+00:00,2025-02-22T13:00:00.000Z,1,159130,159220,0,0,90,0,KGdRbnJc,2025-02-22 12:00:00+00:00,4.566666666666666
2025-02-22 13:00:00+00:00,2025-02-22T14:00:00.000Z,1,159220,159320,0,0,100,0,KGdRbnJc,2025-02-22 13:00:00+00:00,4.95
2025-02-22 14:00:00+00:00,2025-02-22T15:00:00.000Z,1,159320,159420,0,0,100,0,KGdRbnJc,2025-02-22 14:00:00+00:00,4.683333333333334
2025-02-22 15:00:00+00:00,2025-02-22T16:00:00.000Z,1,159420,159510,0,0,90,0,KGdRbnJc,2025-02-22 15:00:00+00:00,4.366666666666666
2025-02-22 16:00:00+00:00,2025-02-22T17:00:00.000Z,1,159510,159610,0,0,100,0,KGdRbnJc,2025-02-22 16:00:00+00:00,4.3
2025-02-22 17:00:00+00:00,2025-02-22T18:00:00.000Z,1,159610,159700,0,0,90,0,KGdRbnJc,2025-02-22 17:00:00+00:00,4.066666666666666
2025-02-22 18:00:00+00:00,2025-02-22T19:00:00.000Z,1,159700,159750,0,0,50,0,KGdRbnJc,2025-02-22 18:00:00+00:00,4.0
2025-02-22 19:00:00+00:00,2025-02-22T20:00:00.000Z,1,159750,159800,0,0,50,0,KGdRbnJc,2025-02-22 19:00:00+00:00,3.883333333333333
2025-02-22 20:00:00+00:00,2025-02-22T21:00:00.000Z,1,159800,159840,0,0,40,0,KGdRbnJc,2025-02-22 20:00:00+00:00,3.74
2025-02-22 21:00:00+00:00,2025-02-22T22:00:00.000Z,1,159840,159890,0,0,50,0,KGdRbnJc,2025-02-22 21:00:00+00:00,3.516666666666667
2025-02-22 22:00:00+00:00,2025-02-22T23:00:00.000Z,1,159890,159930,0,0,40,0,KGdRbnJc,2025-02-22 22:00:00+00:00,3.4166666666666665
2025-02-22 23:00:00+00:00,2025-02-23T00:00:00.000Z,1,159930,159980,0,0,50,0,KGdRbnJc,2025-02-22 23:00:00+00:00,2.933333333333333
2025-02-23 00:00:00+00:00,2025-02-23T01:00:00.000Z,1,159980,160030,0,0,50,0,KGdRbnJc,2025-02-23 00:00:00+00:00,
2025-02-23 01:00:00+00:00,2025-02-23T02:00:00.000Z,1,160030,160070,0,0,40,0,KGdRbnJc,2025-02-23 01:00:00+00:00,
2025-02-23 02:00:00+00:00,2025-02-23T03:00:00.000Z,1,160070,160120,0,0,50,0,KGdRbnJc,2025-02-23 02:00:00+00:00,
2025-02-23 03:00:00+00:00,2025-02-23T04:00:00.000Z,1,160120,160170,0,0,50,0,KGdRbnJc,2025-02-23 03:00:00+00:00,
2025-02-23 04:00:00+00:00,2025-02-23T05:00:00.000Z,1,160170,160210,0,0,40,0,KGdRbnJc,2025-02-23 04:00:00+00:00,
2025-02-23 05:00:00+00:00,2025-02-23T06:00:00.000Z,1,160210,160260,0,0,50,0,KGdRbnJc,2025-02-23 05:00:00+00:00,
2025-02-23 06:00:00+00:00,2025-02-23T07:00:00.000Z,1,160260,160300,0,0,40,0,KGdRbnJc,2025-02-23 06:00:00+00:00,
2025-02-23 07:00:00+00:00,2025-02-23T08:00:00.000Z,1,160300,160350,0,0,50,0,KGdRbnJc,2025-02-23 07:00:00+00:00,
2025-02-23 08:00:00+00:00,2025-02-23T09:00:00.000Z,1,160350,160390,0,0,40,0,KGdRbnJc,2025-02-23 08:00:00+00:00,
2025-02-23 09:00:00+00:00,2025-02-23T10:00:00.000Z,1,160390,160430,0,0,40,0,KGdRbnJc,2025-02-23 09:00:00+00:00,
2025-02-23 10:00:00+00:00,2025-02-23T11:00:00.000Z,1,160430,160480,0,0,50,0,KGdRbnJc,2025-02-23 10:00:00+00:00,
2025-02-23 11:00:00+00:00,2025-02-23T12:00:00.000Z,1,160480,160520,0,0,40,0,KGdRbnJc,2025-02-23 11:00:00+00:00,
2025-02-23 12:00:00+00:00,2025-02-23T13:00:00.000Z,1,160520,160570,0,0,50,0,KGdRbnJc,2025-02-23 12:00:00+00:00,
2025-02-23 13:00:00+00:00,2025-02-23T14:00:00.000Z,1,160570,160610,0,0,40,0,KGdRbnJc,2025-02-23 13:00:00+00:00,
2025-02-23 14:00:00+00:00,2025-02-23T15:00:00.000Z,1,160610,160660,0,0,50,0,KGdRbnJc,2025-02-23 14:00:00+00:00,
2025-02-23 15:00:00+00:00,2025-02-23T16:00:00.000Z,1,160660,160700,0,0,40,0,KGdRbnJc,2025-02-23 15:00:00+00:00,
2025-02-23 16:00:00+00:00,2025-02-23T17:00:00.000Z,1,160700,160750,0,0,50,0,KGdRbnJc,2025-02-23 16:00:00+00:00,
2025-02-23 17:00:00+00:00,2025-02-23T18:00:00.000Z,1,160750,160790,0,0,40,0,KGdRbnJc,2025-02-23 17:00:00+00:00,
2025-02-23 18:00:00+00:00,2025-02-23T19:00:00.000Z,1,160790,160840,0,0,50,0,KGdRbnJc,2025-02-23 18:00:00+00:00,
2025-02-23 19:00:00+00:00,2025-02-23T20:00:00.000Z,1,160840,160880,0,0,40,0,KGdRbnJc,2025-02-23 19:00:00+00:00,
2025-02-23 20:00:00+00:00,2025-02-23T21:00:00.000Z,1,160880,160930,0,0,50,0,KGdRbnJc,2025-02-23 20:00:00+00:00,
2025-02-23 21:00:00+00:00,2025-02-23T22:00:00.000Z,1,160930,160970,0,0,40,0,KGdRbnJc,2025-02-23 21:00:00+00:00,
2025-02-23 22:00:00+00:00,2025-02-23T23:00:00.000Z,1,160970,161020,0,0,50,0,KGdRbnJc,2025-02-23 22:00:00+00:00,
2025-02-23 23:00:00+00:00,2025-02-24T00:00:00.000Z,1,161020,161060,0,0,40,0,KGdRbnJc,2025-02-23 23:00:00+00:00,
2025-02-24 00:00:00+00:00,2025-02-24T01:00:00.000Z,1,161060,161110,0,0,50,0,KGdRbnJc,2025-02-24 00:00:00+00:00,
2025-02-24 01:00:00+00:00,2025-02-24T02:00:00.000Z,1,161110,161150,0,0,40,0,KGdRbnJc,2025-02-24 01:00:00+00:00,
2025-02-24 02:00:00+00:00,2025-02-24T03:00:00.000Z,1,161150,161200,0,0,50,0,KGdRbnJc,2025-02-24 02:00:00+00:00,
2025-02-07 14:00:00+00:00,2025-02-07T15:00:00.000Z,1,36420408,36421232,0,0,824,0,6kPJw9QF,2025-02-07 14:00:00+00:00,1.6
